Сӧмын сэні, сійӧ помын ылын, вуджрасисны верзьӧмаяс, муніс отчаяннӧй лыйсьӧм.	Только cэтчин, ылын кoнeцac, мeлькaйтicö вepзьöмaэз, мyнic отчаяннӧй лыйcьöм.	Ансяк тосо, васоло песэнзэ, неявсть ласте ломать, пек леднесть.	Отӥын, урамлэн пумаз гинэ, вал вылын муртъёслэн вужеръёссы адӟиське.	Ял тӱрыштӧ гына имнешке-шамыч коедат, адак моткоч чот лӱйылдыт.
Вермас лоны, белӧй кавалеристъяс тӧдлытӧг пырисны миян войска линия пыр.	Tыдaлö, белӧй кaвaлepиcттэз видзчиcьтöг opöтчиcö миян вoйcкoэз линия-пыp.	Паряк ашо кавалеристнэ апак учо ютасть минек войскань линиянть троке.	Белой кавалеристъёс асьме войскоосмылэн линиязы пыр потыны быгатӥллям, шӧдске.	Очыни, ош кавалерист-шамыч кенета мемнан войскан линийже гоч тӧрштеныт.
Но унаӧн-ӧ найӧ — этша или уна.	Но мымдa нiя — yнa или eтшa?	Но зяро эйстэдест — ламо или а ламо?	Нош кӧня соос — ӧжыт-а, уно-а?	Мынярын нуно улыт – шукын але шагалын?
Кӧнӧсь найӧ — ставыс сэні?	Kытöн нiя — быдöнныc эcтöн?	Косот сынь — весе или аволь тесэ?	Кытын соос — ваньмыз-а татын?	Кушто улыт – чыланат тыште мо?
Или сикт сайын виччысьӧны найӧс мукӧдъяс?	Али деревня сaйын нiйö видзчиcьöны мöдiккeз?	Или веленть ушосо сынст учить лият?	Яке гурт сьӧрын мукетъёсыз кылемъёсыз возьмало на?	Але ял шеҥгелне молышт нуным вучен шогат?
				
Дінаныс йӧзыс вӧлі этша, кутшӧмкӧ кызь-комын морт.	﻿Kипoд yвтын oтиpыc вöлicö eтшa, быдöccö кык-кyим десяток.	Кедь маласо улънесть а ламо ломать, ансяк кавто-колмо десяткашка.	Ки улын калык ӧжыт вал, ог кызь-куамын мурт гинэ.	Еҥ шагал улмаш, улыжат коло-кумло велe.
				
Будённый чеччыштіс вӧв вылӧ да став тайӧ йӧзыскӧд муніс разведкаӧ.	Будённый чeччöвтic вöв вылö и быдöc энa мopттэзкöт ycькöтчиc paзвeдкaö!	Буденной кирнявтсь алаша лангс ды весе неть ломатнень марто ношкстась разведкас.	Буденный вал вылаз тэтчиз но ваньмыныз со адямиосын разведкае кошкиз.	Буденный имне ӱмбак тӧрштен шинче да чыла нине еҥ-шамыч ден пырля разведкыш тарванен кайыш – главный урем дене огыл, а ял шеҥгечын, прогал гоч, пакча гоч.
Эз главнӧй уличаӧдыс, а бокитіыс, градйӧръясӧд — кытшӧмӧн.	Не главнӧй yлицaöт, a кepкyэз caйöт, oгopoдeччeзöт — кытшöвтöмöн.	Сынь тусть аволь главной ульцяванть, кардаз удалга, пирень пачк — ве ёнга.	Соос главной урамтӥ ӧз мынэ, а гид-куа беръёстӥ, бакчаостӥ — котырскыса.	NA
Реввоенсоветса член Ворошилов эз жӧ кольччы штабӧ.	Peввoeнcoвeтлöи член Ворошилов тoжö эз кoльччы штaбac.	Реввоенсоветэнь членэсь Ворошиловгак эзь кадов штабе.	Реввоенсоветлэн членэз Ворошилов но штабе ӧз кыльы.	Реввоенсоветын членже Ворошилов йолташат штабеш ыш код.
Ӧтнас, охранатӧг, сійӧ зэв ӧдйӧ скачитіс сикт кузя сэтчӧ, кӧні муніс лыйсьӧмыс.	Öтнac, oxpaнaтöг, ciя быд вынicь гöнитic вecькытa деревня кyзя cэтчин, кытöн кылic лыйcьöмыc.	Ськамонзо, кодамояк охранавтомо, сон мезе вий тусь ардозь витьстэ велеванть тов, косо лед несть.	Огназ, нокыӵе охранатэк со сопала мынӥз, кытысь ваче пумит ыбылӥськемъёс кылӥсько вал.	Шкетын, нимогай охрана деч посна, лӱйкалыме йӱкым колын, тудо верыш урем денак пеш писын кудал колтыш.
				
И друг дзик виччысьтӧг, джын туяс штаб керка да сійӧ местасяньыс, кӧні тышкасисны, бокса переулоксяньыс сылань уськӧдчис дзонь верзьӧма эскадрон.	И вдруг совсем видзчиcьтöг, джын туй вылын штабнӧй кepкy кoлacын да ciя места кoлacын, кытöн тышкacиcö, пaныт cылö пepeyлoкиcь пeтic вepзьöмaэзлöн быдcs эскадрон.	Ды друк овсе апак учо, штабонь кудонть ды турема тарканть ютксо пеле ки лангсо, бокасо проулкасто кинзэ троке ардсь ласте ломанень цела эскадрон.	И вдруг, витёнтэм шорысь, сюреслэн ӝыныысеныз, штабной корка вискысен но жугиськон инты вискысен урдсысь переулокысь солэсь сюрессэ ваментыса, быдэс эскадрон вал вылын адямиос потӥзы.	Кенета, пел корнеш, штабной пӧрт ден кредалме вер коклаште, Ворошиловлан тура ик ӧрдыж изурем гыч эскадрон имнешке шикшалт лекте.
Будённый?	Будённый?	Буденной?	Буденный?	Буденный?
Абу.	Нет.	Арась.	Ӧвӧл.	Огыл.
Белӧйяс!	Бeлöйeз!	Ашот!	Белойёс!	Ошо-шамыч!
Врангелевецъяс!	Врангeлeвeццeз!	Врангелевецт!	Вран - гелевецъёс!	Врангелевец-шамыч!
				
Став ӧднас мунігӧн дзик пыр вӧлӧс сувтӧдны оз вӧлі позь.	Гöнитiкö вöвcö сразу cyвтöтныэз пoзь.	Ардомсто друк алашась а лоткавтови.	Валзэ сразу кужмо ворттон дыръяз ик дугдытыны ӧй лась.	Уло кертмын кудалме лугыч имньым кенета чарен шогалташ ок лий ыле, сандене тудо тушман-шамыч коклаш кудал пурыш.
Ӧддзӧдчӧм йывсьыс сійӧ пырис веськыда врагъяс чукӧрӧ.	Ciя пыpис вpaггeз кoлacö.	Ворошилов ардозь совась витьстэ врагтнень юткс.	Вань кужмысьтыз ворттонъяз, ик со тушмонъёслэн пӧлазы пыриз.	NA
				
Кисьыс перчаткисӧ нетшыштіг, кӧсйис кватитны револьверсӧ…	Kиэзcиc пepчaткaэз кыcкaлiкö, Клим Ворошилов мöдic кyтчиcьны револьвер бepдö…	Кедьстэнзэ перчаткатнень ноцковтнезь, Клим Ворошилов арсесь автордомонзо револьверэнть…	Киосысьтыз перчаткаоссэ куштыса, Клим Ворошилов револьвер бордаз кырмиськыны шӧта вал…	Кидше гыч перчаткым кудашын, Клим Ворошилов револьвержым руалтынеж ыле…
Он удит, сёр нин.	Нет, cёp, oз eшты.	Арась, позда, а кенери.	Бер, уд вуы!	Но руалтен ыш шукто, вараш кодын.
Ас боксьыс аддзӧ нин врангелецлысь жергӧдӧм пиньяса, былялӧм синъяса чужӧмсӧ.	Бoкcянь ciя aдззö ни лöг,бyгыля cиннэзa вpaнгeлeвeцлicь чyжöм.	Бокасонзо сон уш нейсь низэлгадозь, полгарнявтозь сельме марто врангелевецэнь чама.	Вӧзысьтыз соадӟе ини пыльккем синмо, пиньёссэ галям врангелевецлэсь ымнырзэ.	Воктенже врангелевецын шучко тӱсыжӧ коеш…
Пикаӧн казак уськӧдчӧ Ворошилов вылӧ.	Пикaöн киac казак vcькöтчö Ворошилов вылö.	Пика марто казакось вана-вана каяви Ворошилов лангс.	Кияз пикаен казак, Ворошилов вылэ урдӥське.	Казак пикым налын Ворошилов ӱмбак кержалтеш.
				
Револьвер!	Револьвер!	Револьвер!	Револьверез!	Револьверым!
Ӧдйӧнджык револьвер!	Чoжжыкa револьвер!	Седе курок револьверэнть!	Ӝоггес револьверез!	Вашке револьверым!
Наган!	Наган!	Наганонть!	Наганэз!	Наганым!
Ворошилов веськыд кинас кутчысис кабур дінас, шуйганас дернитіс поводсӧ.	Becькыт кинac Ворошилов кyтчиc кобура бepдö, шyльгaнac зэлöтic повод.	Вить кедьсэнзэ Ворошилов кундась кабурантень, керш кедьсэнзэ ускизе панст ведменть.	Бур киыныз Ворошилов кобурез борды кутскиз, паллянэныз сермет пумзэ кыскиз.	Пурла кидше ден Ворошилов кабурам руалтыш, шолаже ден шӧрмычым шупшыльо.
Важся ёрт, боевӧй вӧв, пыр жӧ гӧгӧрвоис команда.	Пöpиcь ёpт, бoeвöй вöв, сразу вeжöpтic кoмaндacö.	Сыре ялгазо, боевой конесь, сеск чарькодизе команданть.	Осконо эшез, боевой валэз, соку иккомандаез валаз.	Шкенжын тошто годсо йолташыже, боевой имньыже, командым тунамак умлыш.
Гыжъяснас да пиньяснас встретитіс сійӧ врагӧс, торкис сылысь лӧсьӧдӧм кучкӧмсӧ.	Пиннeзнac и кoпытaэзнac ciя пaнтaлic вpaгcö, эз лэдз cылö кepны дyмaйтöм yдapcö.	Пейсэнзэ ды копытасонзо вастызе сон врагонть, мешась тензэ теемс анокстазь вачкодеманть.	Пиньёсыныз но пыдъёсыныз со пумитаз тушмонэз, люкетӥз солы малпам ужзэ лэсьтыны.	Тушман ӱмбактудо пӱйжӧ ден да йол кӱчшӧ ден кержалте, тушманлан пик ден пераш ыш пу, аралыш.
				
— А-а-а! Ах!	— А-а-а! Ах!	— А-а-а! Ах!	﻿— А-а-а! Ах!	– А-а-а! Ах!
				
Ӧддзӧм вывсьыс пикаыс писькӧдіс Ворошиловлысь буркасӧ, чуть эз инмы телӧас, но дзугсис складкаясас.	Öвтыштöмöн пикaыc пиcькöтö пacькыт Ворошиловскӧй бypкacö, юpcи тылöп мымдa oз лoк тело дынöдз, но кaттиcьö cклaдкaэзын.	Пикась пачк пелизе Ворошиловонь келей бурканзо, ютась сурень эчксэ тарка теланть эйстэ, но тапарявсь складкатнес.	Пика шоналскыса пася ворошиловской буркаез, мугор дортӥ йырси йыл кем гинэ ортче со, дӥсь шымыриосы ӝега, тугаське.	Пик Ворошиловын кумда буркыжым шӱтен, меж буркешыже товаҥалте, могырыш изиш гына ыш шу.
				
Кыкнан вӧлыс гӧгралісны, йӧктісны места выланыс, прускайтісны, гырдмӧм синъяснаныс скӧра видзӧдігтыр.	Kыкнaн вöлыc гюндicö бepгaвны opдчöн, йöктыны öтiк мecтac, кopcкaйтicö, виpöн тыpöм cиннэcö лöгöн кылöтлöмöн.	Кавонест алашатне чарькодсть, кармасть киштеме ве таркасо бокадо-бокас, сынсь корныть, кежей сельмест верьсэ валовсть.	Кыкез ик валъёс берганы кутскизы, интыазы, огзы борды огзы урдсын зыраськыса, экто, вирен киськем синъёссэс лек пыльккетыса, шимес соре-то.	Кок имньыгеат шке верыштышт пӧрдыт, йыгыре тошкыштыт, пеш чот шӱлештыт, шыде шинчашт вӱр ден темын да осалын ончат.
Врангелевенлӧн вежиньтӧма чужӧмыс дзик нин матын…	Bpaнгeлeвeцлöн лöгcянь пиньöвтчöм чyжöмыc совсем мaтын…	Врангелевецэнть низэлдыця чамазо овсе маласо…	Врангелевецлэн лек кырыжомем ымнырыз, туж матын ини…	Врангелевецын важык кайше чурийже йӧршеш лишне…
Сійӧ мыйкӧ киргӧмӧн горзӧ, броткӧ…	Ciя мыйкö гopöтлö, видчö…	Сон месть бути кирнэзь пижни, моткоди…	Со маке но сипрес кесяське, шыпыртэ…	Тудо ала мом кычкырен ойла…
Бӧрвыв нетшкӧ буркаӧ сибдӧм пикасӧ…	Бöp кыcкö бы бypкaö cибдöм пикacö…	Мекев ноцковтни буркантень понгозь пиканть…	Буркае ӝегам пиказэ берлань кыскыны туртске…	Буркеш пижын шичше пикым мӧҥгеш лукнеже…
Наган, ӧдйӧнджык наган!…	Наган, чoжжык наган!..	Наганонть, седе курок наганонть!…	Наганэз, ӝоггес наганэз!	Наганым, вашкерак наганым!…
Ворошилов кватитіс револьвер, чургӧдіс кисӧ.	Ворошилов кватитіс револьвер, лэбтic киcö…	Ворошилов автордызе револьверэнть, венстизе кедензэ…	Ворошилов револьверзэ басьтӥз, кизэ ӝутӥз…	Ворошилов револьверым руалтыш, кидшым шуйыш…
				
Но тайӧ здукын друг кылӧ гора "ура".	Но эта кocтa кылö гора „ypa“.	Но те шкане друк маряви „ура!“.	Нош со дыре ик шуак „ура“ гудыртэм кылӥське.	Но ты жапыште уло йӱкын „ура“ манын кычкырме шокта.
Улича вылӧ бокысса переулоксянь петӧны будённовецъяс.	Улицaö боковӧй пepeyлoккeзicь пeтöны бyдёнoвeццeз.	Бокасо проулкатнестэ ульцянтень ливтить буденновецтнэ.	Урдсын переулокъёсысь ураме буденновецъёс пото.	Главный уремыш изуремла гыч буденновец-шамыч шикшалт лектыт.
				
Секунда — и белӧйяс абуӧсь нин.	Секунда — и бeлöйeз aбyöcь ни.	Секунда — ды ашотнень арась уш следэсткак.	Секунда — и тӧдьыослэн пытьызы но ӧз кыль ни.	Ик секунд гыч ошо-шамычын кышаштат кодын огыл.
				
Сьӧкыда лолалысь, скӧрмӧм боецъяс уськӧдчисны найӧс вӧтӧдны.	Cьöкытa лoлaлicь, лöгacьöм бoeццeз вöтчöны ны cьöpö.	Стакасто лексиця, кирвазезь боецтнэ ёртовсть мельгаст.	Секыт шокась, пӧсектэм боецъёс соослэн бӧрсязы уисько.	Иӧсын шӱлештын, нойышо боец-шамыч нуным поктен куржыт.
Мукӧдъяс кытшалӧны топыд кругӧн ассьыныс командирсӧ.	Möдiккeз зэлыт кoльцoöн кытшöвтöны accиныc кoмaндиpныcö.	Лиятне кольцякс пиризь эсь командирэст.	Мукетъёсыз асьсэлэсь командирзэс лач котырто.	Весышт шке командирышт йыр погынат.
Уна кияс чургӧлчисны сылань: видлыны, тӧдмавны — ранитчӧма или абу.	Не öтiк дac киэз нюжöтчöны cы дынö: пeшлыны, тöдны — aбy я paнитöм.	Зярыя десятка кедть венстевсть сонензэ: щупамс, содамс — апак раня ли.	Дасэн-дасэн киос со доры кыстӥсько: утчаны, тодыны — ранить каремын ӧвӧл-а?	Чыланат тудын дек кидыштым шуят: кид ден кучен ончынешт, ала сусырген.
Дас синъяс тревогаӧн да радпырысь видзӧдӧны сы чужӧм вылӧ.	Не öтiк дac cиннэз тpeвoгaöн да paдöн видзöтöны cылö чyжöмac.	Зярыя десятка сельмть тревожавозь ды кенярдозь ваныть чамазонзо.	Дасэн синъёс кышкасагес но шумпотыса солэн ымныраз учко.	Тудын чурийышкыже чыланат куанен ончат.
Ловъя?	Лoвья?	Жив?	Улэп?	Илыше?
Дзоньвидза?	NA	Цела?	Быдэс?	Тичмаш?
Абу ранитчӧма?	Aбy paнитöм?	Апак раня?	Ранить каремын ӧвӧл-а?	Сусырген огыл?
				
— Но кыдз, Климент Ефремович?	— Но кыдз, Климент Ефремович?	— Ну, кода, Климент Ефремович?	— Ну кыӵе-о, Климент Ефремович!	– Ну, кузе, Климент Ефремович?
Кыдзнӧ ті тайӧ?	Kыдз жö этö тэ?	Кода истя тон?	Кызьы озьы тӥ?	Кузе вара?
А Климент Ефремович ӧдва кыскӧ врагӧн кольӧм пикасӧ бурка складкасьыс, кытчӧ сійӧ вӧлі дзугсьӧма.	А Климент Ефремович öдвa кыcкö бурка cклaдкaэзicь вpaгöн кoльöм пикacö.	Климент Ефремович эль-эль таргизе врагонть пиканзо буркань складкатнестэ, козонь тапарявкшнось пикась.	Нош Климент Ефремович тушмонлэсь кельтэм пиказэ дӥсь шымыриосысьтыз мырдэм поттэ.	Буркеш пижын шичше, тушман кодымо пикым Климент Ефремович пыкше шупшын лукто.
Сійӧ чышкалӧ плешсьыс пӧсьсӧ.	-	Сон нартни конястонзо ливезенть.	Со пӧсям вузэ кымысысьтыз ӵушылэ.	Тудо саҥга гычше пӱжвӱдым ӱштеш.
Сійӧ нюмъялӧ ёртъясыслы…	Ciя шыннялö ёpттэзлö…	Сон пейди ялгатнень каршо…	Со пальпотэ эшъёсыз шоры…	Йолташ-шамычшылан шыргыжеш.
				
— Нинӧм, нинӧм, ребята! — шуӧ сійӧ.	— Ничего, ничего, челядь! — бaитö ciя.	— Мезеяк, мезеяк, цёрат! — корты сон.	— Номыр ӧвӧл, номыр ӧвӧл, пиналъёс! — шуэ со.	– Нимат огыл, нимат огыл, рвезе-шамыч!
— Нинӧм, спокойнӧя!	— Ничего, спокойно!	— Мезеяк, спокойнасто!	— Номыр ӧвӧл.	– ойла тудо, – нимат огыл, чыла сай!
Воюйтам на нӧшта!	Эшö вoюйтыштaм!	Еще воёватано!	Эшшо нюръяськомы на!	Эше предал ончена!
				
Тадзн вӧлі уна во сайын.	NA	Истя ульнес ламо иеть теде икеле.	NA	Тыге лийын шуко ий ожно.
Тадзи вӧлі.	NA	Истя ульнесь.	NA	Тыге лийын.
				
А ӧні, кор Оборона кузя Нарком дінті прӧйдитӧны Май Первой лунӧ миян великӧй армияса частьяс, быд боец, медся пӧрысьсяньыс медся томӧдзыс, тӧдса ён фигура вылӧ видзӧдӧмӧн, коді спокойнӧя пукалӧ седлӧ вылын, думайтӧны:	NA	Ней, зярдо Оборонань Наркомонть икельга ютыть Васень майстэ минек Великой армиянь частьне, эрьва боецэсь, сех сыренть эйстэ саезь сех одонтень молемс, вожденть содавикс кеме фигуранть лангс ванозь, кона спокойнасто ашти седласонть, арси:	NA	А ынде, Оборонын Калык Комиссарже воктен Первый Май кечын мемнан кугу армийын частьышт эртен кайме годым, кажне боец, эн шоҥгыжат, эн самырыкшат, ӧртнерыште спокойно шинчыше вождьын палыме пеҥгыде кап-кылжым ончен, шона:
				
Да, вот сійӧ, миян Клим Ворошилов!	NA	-— Да, вана сон минек Клим Ворошилов!	NA	– Да, теве тудо, мемнан Клим Ворошилов!
Уна заслуга сылӧн революция да страна водзын.	NA	Ламо сонзэ заслуганзо революциянть ды минек масторонть икеле.	NA	Революций ден Советский эл ончылно тудын заслугыжо пеш шуко.
Мудрӧя да кужӧмӧн сійӧ веськӧдлӧ миянӧн.	NA	Мудройстэ ды превейстз вети сон минек эйсэ.	NA	Тудо мемнам мудро да моштен вуйлата.
Но ӧд сійӧ кужӧ не сӧмын веськӧдлыны.	NA	Но ведь сон машты аволь ансяк ветямо.	NA	Но вет тудо вуйлаташ веле огыл, кӱлеш лиеш гын, тушман ден лӱдде кучедалынат мошта.
Сійӧ кужӧ, ковмас кӧ и тышкасьны врагкӧд чужӧмысь чужӧмӧ.	NA	Сон машты, бути эряви, туремеяк чамадо чамас врагонть марто.	NA	Тудо колымо дечат ок лӱд.
Сійӧ кужӧ веськыда, дрӧгниттӧг, видзӧдлыны смертьлы синмас.	NA	Сон машты, витьстэ, апак соракадо, варштамс куломанть сельмс.	NA	Тудо Калык Комиссар да тунамак красноармеец.
Сійӧ ӧттшӧтш и Нарком и красноармеец.	NA	Сон ве шкане Наркомгак, якстереармеецкак.	NA	NA
Мед олас Клим Ворошилов!	NA	Шумбра улезэ Клим Ворошилов!	NA	Кужу ӱмыран лийже Клим Ворошилов!
Мед олас миян первой боец!	NA	Шумбра улезэ минек васень боецэсь!	NA	Кужу ӱмыран лийже мемнан первый боец!
